Unnamed: 0,Account Name,DBA,City,State,County,Business License App Category Name,Expire Date,Latitude,Longitude,Zip Code,Year,name,synonyms,street_address,city,state,zip,long,lat
864.0,Reynolds/Brun Inc.,Daily Wag Doggie Daycare,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.77620599999999,-105.0150595,80211.0,2024.0,,,,,,,,
865.0,"Rising Hikes, LLC",Hike Doggie Denver East,Denver,CO,DENVER,Pet Handler,3/2/2026,39.734042,-104.9921728,80204.0,2024.0,,,,,,,,
866.0,Rock Cats Rescue Inc.,Rock Cats Rescue as The Amazing Acro-Cats,Denver,CO,DENVER,Commercial Pet Animal Facility,3/2/2026,39.77620599999999,-105.0150595,80211.0,2024.0,,,,,,,,
867.0,Rocky Mountain Dachshund Rescue,,Denver,CO,DENVER,Pet Animal Small Rescue,3/2/2026,39.7114533,-104.9919281,80223.0,2024.0,,,,,,,,
868.0,"Rocky Mountain Feline Rescue, Inc.",,Denver,CO,DENVER,Pet Animal Small Shelter,3/2/2026,39.6732584,-104.9920088,80223.0,2024.0,,,,,,,,
869.0,Rosa M. Nunez,Rossy's Pet Care Services,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.7279895,-104.9913193,80204.0,2024.0,,,,,,,,
870.0,Rosa M. Nunez,Rossy's Pet Care Services,Denver,CO,DENVER,Pet Handler,3/2/2026,39.7279895,-104.9913193,80204.0,2024.0,,,,,,,,
871.0,Rosanne Herring,Pett Butler,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.7392358,-104.990251,,2024.0,,,,,,,,
872.0,Rosanne Herring,Pett Butler,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.7392358,-104.990251,,2024.0,,,,,,,,
873.0,Samanta Silva LLC,,Denver,CO,DENVER,Independent Contractor (IC) Pet Groomer,3/2/2026,39.7392358,-104.990251,,2024.0,,,,,,,,
874.0,Scruffy to Fluffy,The Pooch Mobile,Denver,CO,DENVER,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.7392358,-104.990251,,2024.0,,,,,,,,
875.0,Sherrie Woolworth,Happy Dog Daycare,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.7392358,-104.990251,,2024.0,,,,,,,,
876.0,Shiba Scout Rescue,Colorado Shiba Inu Rescue,Denver,CO,DENVER,Pet Animal Small Rescue,3/2/2026,39.7153892,-104.9822857,80209.0,2024.0,,,,,,,,
877.0,"Skipper Social DEN, LLC",Skiptown,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.8563486,-104.6764061,80249.0,2024.0,,,,,,,,
878.0,"Skipper Social DEN, LLC",Skiptown,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.8563486,-104.6764061,80249.0,2024.0,,,,,,,,
879.0,Sonja Wallace Acker,Posh Paws and Posh Pets Pet Spa,Denver,CO,DENVER,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.7392358,-104.990251,,2024.0,,,,,,,,
880.0,Stray and Orphaned Animal Rescue SOAR,,Denver,CO,DENVER,Pet Animal Small Rescue,3/2/2026,39.7845479,-104.7787865,80249.0,2024.0,,,,,,,,
881.0,Susan Garfield,Put Together Pooch,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.7553481,-104.9441378,,2024.0,,,,,,,,
882.0,"SweetBlu Rescue, LLC",,Denver,CO,DENVER,Pet Animal Small Rescue,3/2/2026,39.7392358,-104.990251,,2024.0,,,,,,,,
883.0,Tailored Tails LLC,Suds Pet Salon,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.734042,-104.9921728,80204.0,2024.0,,,,,,,,
884.0,Teddy Cat Cafe LLC,,Denver,CO,DENVER,Retail / Wholesale of Pet Animals,3/2/2026,39.689555,-104.9867888,80210.0,2024.0,,,,,,,,
885.0,Tender Touch Animal Hospital,,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.7218745,-104.9998709,80223.0,2024.0,,,,,,,,
886.0,"The Big Backyard, Inc",,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.67901,-104.924757,80222.0,2024.0,,,,,,,,
887.0,"The Big Backyard, Inc",,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.67901,-104.924757,80222.0,2024.0,,,,,,,,
888.0,"The Fish Den, Inc",,Denver,CO,DENVER,Aquarium Only,3/2/2026,39.7768746,-105.0517366,80212.0,2024.0,,,,,,,,
889.0,The Wag Shop,,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.7340174,-104.9886565,80204.0,2024.0,,,,,,,,
890.0,"Timberwolf Ventures, LLC",Murdock's Grooming Salon,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.7126318,-104.9879242,80209.0,2024.0,,,,,,,,
891.0,Top Paw K9 Academy,,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.7627589,-104.9731234,80205.0,2024.0,,,,,,,,
892.0,Trust Evolved Dog Training LLC,,Denver,CO,DENVER,Pet Handler,3/2/2026,39.734042,-104.9921728,80204.0,2024.0,,,,,,,,
893.0,Urban Dogg LLC,,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.746372,-104.9788863,80203.0,2024.0,,,,,,,,
894.0,Urban Dogg LLC,Urban Dogg - Uptown,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.746372,-104.9788863,80203.0,2024.0,,,,,,,,
895.0,VCG Overland LLC,Overland Animal Hospital & Pet Resort,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.6783883,-104.9899513,,2024.0,,,,,,,,
896.0,VCG Overland LLC,Overland Animal Hospital & Pet Resort,Denver,CO,DENVER,Pet Handler,3/2/2026,39.6783883,-104.9899513,,2024.0,,,,,,,,
897.0,VCG Overland LLC,Overland Animal Hospital & Pet Resort,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.6783883,-104.9899513,,2024.0,,,,,,,,
898.0,Wag Denver LLC,Wag Denver LLC,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.83197990000001,-104.6980069,80249.0,2024.0,,,,,,,,
899.0,Wag Denver LLC,Wag Denver LLC,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.83197990000001,-104.6980069,80249.0,2024.0,,,,,,,,
900.0,"Waterton Canyon K9 Academy, LLC",Dog Training Facility,Littleton,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.4565532,-105.124897,,2024.0,,,,,,,,
901.0,Woof Haus LLC,Woofhaus,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.6883501,-104.9872561,80210.0,2024.0,,,,,,,,
902.0,Woof Haus LLC,Woofhaus Wash,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.6883501,-104.9872561,80210.0,2024.0,,,,,,,,
903.0,Woof In Boots,Woof In Boots,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.5936203,-104.989234,80221.0,2024.0,,,,,,,,
904.0,Woof In Boots,Woof In Boots,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5936203,-104.989234,80221.0,2024.0,,,,,,,,
905.0,Woof Resorts LLC,Woof Resorts,DENVER,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.7295666,-105.0211779,80204.0,2024.0,,,,,,,,
906.0,Woof Resorts LLC,Woof Resorts,DENVER,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.7295666,-105.0211779,80204.0,2024.0,,,,,,,,
907.0,You Lucky Dog Daycare Inc,,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026,39.7732941,-104.9937204,80216.0,2024.0,,,,,,,,
908.0,You Lucky Dog Daycare Inc,,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.7732941,-104.9937204,80216.0,2024.0,,,,,,,,
909.0,Zen Den Pet Spa,,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.7506006,-104.908637,80207.0,2024.0,,,,,,,,
910.0,Fur Baby Pet Grooming,Grooming,Dolores,CO,DOLORES,Pet Grooming Facility - Primary Facility Owner,3/2/2026,37.4740037,-108.5010413,81323.0,2024.0,,,,,,,,
911.0,4 Paws 4 Life Rescue,"Star Boarding Kennel, Inc",Sedalia,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.4171947,-104.9530125,80135.0,2024.0,,,,,,,,
912.0,4 Paws 4 Life Rescue,"Star Boarding Kennel, Inc",Sedalia,CO,DOUGLAS,Pet Animal Large Rescue,3/2/2026,39.4171947,-104.9530125,80135.0,2024.0,,,,,,,,
913.0,4 Paws 4 Life Rescue,"Star Boarding Kennel, Inc",Sedalia,CO,DOUGLAS,Pet Animal Small Shelter,3/2/2026,39.4171947,-104.9530125,80135.0,2024.0,,,,,,,,
914.0,"A Dog's World, LLC",,Littleton,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.45419,-105.071985,80125.0,2024.0,,,,,,,,
915.0,"A Dog's World, LLC",,Littleton,CO,DOUGLAS,Pet Transporter,3/2/2026,39.45419,-105.071985,80125.0,2024.0,,,,,,,,
916.0,"A Dog's World, LLC",,Littleton,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.45419,-105.071985,80125.0,2024.0,,,,,,,,
917.0,Above and Beyond English Setter Rescue,,Parker,CO,DOUGLAS,Pet Animal Small Rescue,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
918.0,All American Reptile and Plant Expo,All American Reptile and Plant Expo,Castle Rock,CO,DOUGLAS,Retail / Wholesale of Pet Animals,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
919.0,All Dogs Unleashed Parker LLC,All Dogs Unleashed,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.4842649,-104.7604796,80134.0,2024.0,,,,,,,,
920.0,Aquatic Art Inc.,,Littleton,CO,DOUGLAS,Aquarium Only,3/2/2026,39.54636199999999,-105.035605,80129.0,2024.0,,,,,,,,
921.0,Aspenglow Mobile Pet Salon LLC,,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
922.0,Autowash Province Center Operating Company,Autowash@Province Center,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Self Wash Facility,3/2/2026,39.5568573,-104.9410271,80126.0,2024.0,,,,,,,,
923.0,"B M K, Incorporated",Beau Monde Kennels,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
924.0,"Baily II, LLC",Camp Bow Wow - Parker,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
925.0,Bark Beauty Pet Salon LLC,Bark Beauty Pet Salon LLC,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5095409,-104.7616148,80134.0,2024.0,,,,,,,,
926.0,"Big Dogs Huge Paws, Inc.",,Larkspur,CO,DOUGLAS,Pet Animal Large Rescue,3/2/2026,39.2286021,-104.887203,,2024.0,,,,,,,,
927.0,BLG Dawgs II LLC,Dogtopia of Parker,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
928.0,BLG Dawgs II LLC,Dogtopia of Parker,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
929.0,Blue Ridge Reefs,,Castle Rock,CO,DOUGLAS,Aquarium Only,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
930.0,Bowser Bubbles Pet Salon,,Sedalia,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.4363809,-104.9628054,80135.0,2024.0,,,,,,,,
931.0,Boy the Great LLC,The Pooch Mobile,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
932.0,Castle Canine Corporation,Camp Bow Wow - Castle Rock,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.3543079,-104.8219886,80104.0,2024.0,,,,,,,,
933.0,Castle Canine Corporation,Camp Bow Wow - Castle Rock,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.3543079,-104.8219886,80104.0,2024.0,,,,,,,,
934.0,Castle Rock Bernedoodles LLC,,Castle Rock,CO,DOUGLAS,Large Scale Dog Breeder,3/2/2026,39.356782,-104.885724,80109.0,2024.0,,,,,,,,
935.0,"CB Parker, LLC",City Bark,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.4842649,-104.7604796,80134.0,2024.0,,,,,,,,
936.0,"CB Parker, LLC",City Bark,Parker,CO,DOUGLAS,Pet Grooming Facility - Self Wash Facility,3/2/2026,39.4842649,-104.7604796,80134.0,2024.0,,,,,,,,
937.0,Chelsea Williams,,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Secondary Facility Owner,3/2/2026,39.3669393,-104.8152717,80104.0,2024.0,,,,,,,,
938.0,Christian Gil,Christian's Cuts,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
939.0,"City Bark Littleton, LLC",City Bark,Littleton,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.6032173,-105.020637,80120.0,2024.0,,,,,,,,
940.0,"City Bark Littleton, LLC",City Bark,Littleton,CO,DOUGLAS,Pet Grooming Facility - Self Wash Facility,3/2/2026,39.6032173,-105.020637,80120.0,2024.0,,,,,,,,
941.0,Club Pet Parker,Club Pet Parker,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5006454,-104.7477004,80138.0,2024.0,,,,,,,,
942.0,Club Pet Parker,Club Pet Parker,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5006454,-104.7477004,80138.0,2024.0,,,,,,,,
943.0,Colorado Animal Care Foundation,,Lone Tree,CO,DOUGLAS,Pet Animal Large Rescue,3/2/2026,39.5362858,-104.8855322,,2024.0,,,,,,,,
944.0,Colorado Dog,,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5289202,-104.7698595,80134.0,2024.0,,,,,,,,
945.0,Colorado Premier LLC,Barky Mountain Grooming,Lone Tree,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5362858,-104.8855322,,2024.0,,,,,,,,
946.0,Colorado Puppy Rescue,Colorado Puppy Rescue,Parker,CO,DOUGLAS,Pet Animal Large Rescue,3/2/2026,39.54031579999999,-104.7721474,80134.0,2024.0,,,,,,,,
947.0,"Creature Comforts Pet Hotel, LLC",,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5447486,-104.7730931,80134.0,2024.0,,,,,,,,
948.0,"Creature Comforts Pet Hotel, LLC",,Parker,CO,DOUGLAS,Bird Breeder,3/2/2026,39.5447486,-104.7730931,80134.0,2024.0,,,,,,,,
949.0,"Creature Comforts Pet Hotel, LLC",,Parker,CO,DOUGLAS,Small Animal Breeder,3/2/2026,39.5447486,-104.7730931,80134.0,2024.0,,,,,,,,
950.0,"Critter Cleaner, Inc.",,PARKER,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5447485,-104.773093,80134.0,2024.0,,,,,,,,
951.0,"CV DEN0036 Highlands Ranch, LLC",City Vet Highlands Ranch,Highlands Ranch,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
952.0,"CV DEN0036 Highlands Ranch, LLC",City Vet Highlands Ranch,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
953.0,Dapper Dogs LLC,Zoomin Groomin,Castle Pines,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.4716139,-104.8947682,80108.0,2024.0,,,,,,,,
954.0,Dapper Dogs LLC,Zoomin Groomin,Castle Pines,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.4716139,-104.8947682,80108.0,2024.0,,,,,,,,
955.0,Denver Rottweilers,,PARKER,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
956.0,Desirae Vissarriagas,Dog grooming,Parker,CO,DOUGLAS,Pet Grooming Facility - Secondary Facility Owner,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
957.0,"Destination Pet, LLC",Heritage Pet,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
958.0,"Destination Pet, LLC",Heritage Pet,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
959.0,Divine K9 Mobile Grooming LLC,,Castle rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
960.0,Divine K9 Mobile Grooming LLC,,Castle rock,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
961.0,Doggy Styles Pet Salon LLC,,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5260717,-104.7705202,80134.0,2024.0,,,,,,,,
962.0,Dogs in the Driveway,,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.3816358,-104.8489222,80104.0,2024.0,,,,,,,,
963.0,"DT Highlands Ranch, LP",Dogtopia,Highlands Ranch,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5427946,-104.9690751,80126.0,2024.0,,,,,,,,
964.0,"DT Highlands Ranch, LP",Dogtopia,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5427946,-104.9690751,80126.0,2024.0,,,,,,,,
965.0,Dumb Friends League,Humane Colorado - Buddy Center,Castle Rock,CO,DOUGLAS,Pet Animal Large Shelter,3/2/2026,39.4074429,-104.8661163,80109.0,2024.0,,,,,,,,
966.0,Dumb Friends League,Humane Colorado - Buddy Center,Castle Rock,CO,DOUGLAS,Bird Band,3/2/2026,39.4074429,-104.8661163,80109.0,2024.0,,,,,,,,
967.0,EarthWise Pet,,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.4788742,-104.759523,80134.0,2024.0,,,,,,,,
968.0,Elevation Incubator Corporation,Pet Evolution- Parker Colorado,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
969.0,Elevation Incubator Corporation,Pet Evolution- Parker Colorado,Parker,CO,DOUGLAS,Pet Grooming Facility - Self Wash Facility,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
970.0,Essential Pet LLC,,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.557712,-104.7803034,80134.0,2024.0,,,,,,,,
971.0,Fetch Boy LLC,K9 Resorts Luxury Pet Hotel of Lone Tree,Lone Tree,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5968971,-104.8440475,80111.0,2024.0,,,,,,,,
972.0,Foster Kitten Mama Rescue,,Castle Rock,CO,DOUGLAS,Pet Animal Small Shelter,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
973.0,Four Leggeds LLC,Murph's Mobile Doggie Spa,Littleton,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.4726321,-105.0055193,80135.0,2024.0,,,,,,,,
974.0,Full Pawtential Dog Training LLC,,Highlands Ranch,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
975.0,"FurEver Furry Pet Care Services, LLC",,Parker,CO,DOUGLAS,Pet Handler,3/2/2026,39.5336727,-104.7991863,80134.0,2024.0,,,,,,,,
976.0,"FurEver Furry Pet Care Services, LLC",,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5336727,-104.7991863,80134.0,2024.0,,,,,,,,
977.0,Harlowe LLC,The Dog Wizard Highlands Ranch,Highlands Ranch,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
978.0,Heather Lambert,Heathers Heavenly Paws,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
979.0,"Heatherdowns Labradors, Ltd.",,Franktown,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026,39.1852744,-104.7266791,80116.0,2024.0,,,,,,,,
980.0,Heritage Mobile Grooming,,Parker,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
981.0,Highwind Exotics and Aquatics LLC,Parker Exotic Pets,Parker,CO,DOUGLAS,Retail / Wholesale of Pet Animals,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
982.0,Highwind Exotics and Aquatics LLC,Parker Exotic Pets,Parker,CO,DOUGLAS,Small Animal Breeder,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
983.0,Highwind Exotics and Aquatics LLC,Parker Exotic Pets,Parker,CO,DOUGLAS,Pet Animal Small Rescue,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
984.0,Highwind Exotics and Aquatics LLC,Parker Exotic Pets,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
985.0,Hoffmann's Little Haven,,Sedalia,CO,DOUGLAS,Pet Animal Small Rescue,3/2/2026,39.4369336,-104.9597046,80135.0,2024.0,,,,,,,,
986.0,Hwy 50 Freedom Ride,,Parker,CO,DOUGLAS,Pet Transporter,3/2/2026,38.4566935,-105.5115656,,2024.0,,,,,,,,
987.0,"Izzet Gunbil, LLC.",Gunbil German Shepherds,Larkspur,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026,39.2286021,-104.887203,,2024.0,,,,,,,,
988.0,Jennifer A. Piccin Shaw,Jen's Exotic Pet Services,Parker,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
989.0,Joanne Paquette Sutley,Classy Pets,Littleton,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026,39.613321,-105.0166498,,2024.0,,,,,,,,
990.0,JS Beauty 2022 Inc,,Littleton,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.6130473,-105.0966393,80123.0,2024.0,,,,,,,,
991.0,JS Beauty 2022 Inc,,Littleton,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.6130473,-105.0966393,80123.0,2024.0,,,,,,,,
992.0,JT Incorporated,The Dog Wizard Castle Rock,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
993.0,JT Incorporated,The Dog Wizard Castle Rock,Castle Rock,CO,DOUGLAS,Pet Handler,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
994.0,Kelli's Grooming LLC,Sparkle Bark,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
995.0,Linda J Lane,Linda's Pups,Parker,CO,DOUGLAS,Retail / Wholesale of Pet Animals,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
996.0,Loren Bengston,Glacier Danes,Parker,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
997.0,Lori L Ellis,,Parker,CO,DOUGLAS,Independent Contractor (IC) Pet Groomer,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
998.0,Lucky Ranch Labradors,,Castle Rock,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026,39.291433,-104.819317,80104.0,2024.0,,,,,,,,
999.0,M&O Adventures LLC,Aussie Pet Mobile of West Littleton & South Arapahoe County,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
1000.0,"Maece, LLC",Pet Evolution,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
1001.0,"Maece, LLC",Pet Evolution,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
1002.0,"Maece, LLC",Pet Evolution,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Self Wash Facility,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
1003.0,Mattersville,,Sedalia,CO,DOUGLAS,Commercial Pet Animal Facility,3/2/2026,39.2103265,-105.1781423,80135.0,2024.0,,,,,,,,
1004.0,Mattersville,,Sedalia,CO,DOUGLAS,Pet Animal Small Rescue,3/2/2026,39.2103265,-105.1781423,80135.0,2024.0,,,,,,,,
1005.0,"MC Aquatics, Inc",,Englewood,CO,DOUGLAS,Aquarium Only,3/2/2026,39.6477653,-104.9877597,,2024.0,,,,,,,,
1006.0,Megan Pray,,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.3722121,-104.8560902,,2024.0,,,,,,,,
1007.0,Metropolis Dog Taxi LLC,,Parker,CO,DOUGLAS,Pet Handler,3/2/2026,39.5174014,-104.7574732,80138.0,2024.0,,,,,,,,
1008.0,Midwest Veterinary Partners LLC,Rocky Mountain Small Animal Hospital,Highlands Ranch,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
1009.0,Midwest Veterinary Partners LLC,Rocky Mountain Small Animal Hospital,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026,39.5480789,-104.9739333,,2024.0,,,,,,,,
1010.0,"Mobile Vet Tech Services, LLC",,Castle Pines,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.4716139,-104.8947682,80108.0,2024.0,,,,,,,,
1011.0,MOC K9 Training LLC,,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026,39.38236819999999,-104.8642973,80109.0,2024.0,,,,,,,,
1012.0,Natius Groomer llc,,Parker,CO,DOUGLAS,Pet Grooming Facility - Secondary Facility Owner,3/2/2026,39.5186002,-104.7613633,,2024.0,,,,,,,,
1013.0,P&A Ortiz Inc DBA Zoomin Groomin,Zoomin Groomin,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026,39.5470645,-104.9818064,80126.0,2024.0,,,,,,,,
